Regclass,Species,Region,nsites,nyears,BS.mean,BS.sd1,BS.sd2,BS.sd
Country,Northern Fulmar,Scotland,55,673,0.390747389535099,0.124380414885191,0.126603128147047,0.126603128147047
Country,Northern Fulmar,Wales,4,60,0.533832417582418,0.164130899627994,0.148259653846692,0.164130899627994
Country,Great Black-Backed Gull,England,4,15,1.26848214285714,0.575280703640047,0.605844295837899,0.605844295837899
Country,Great Black-Backed Gull,Northern Ireland,1,5,1.772,0.297859027058104,NA,0.297859027058104
Country,Great Black-Backed Gull,Scotland,43,342,0.930219775870686,0.43285491324097,0.40932569551156,0.43285491324097
Country,Great Black-Backed Gull,Wales,4,47,1.07717468805704,0.243723371076447,0.221851024930511,0.243723371076447
Country,Great Cormorant,England,5,29,1.74508333333333,0.32485493824594,0.306512982324295,0.32485493824594
Country,Great Cormorant,Isle of Man,2,11,1.496,0.141484196212078,1.29541962313375,1.29541962313375
Country,Great Cormorant,Scotland,20,115,1.85122208994709,0.547863422466976,0.531539274475335,0.547863422466976
Country,Great Cormorant,Wales,7,27,1.99354761904762,0.375401867374772,0.517959285493147,0.517959285493147
Country,Herring Gull,England,20,62,0.846381746031746,0.259124080776086,0.675519062090923,0.675519062090923
Country,Herring Gull,Northern Ireland,2,6,1.172,0.321449840566145,0.709935208311294,0.709935208311294
Country,Herring Gull,Scotland,91,769,0.553422737890396,0.333116804528224,0.410462962720373,0.410462962720373
Country,Herring Gull,Wales,6,67,0.643189393939394,0.348596416977579,0.302235153394933,0.348596416977579
Country,Black-Legged Kittiwake,England,36,402,0.682642766544818,0.269256395858207,0.318681761995228,0.318681761995228
Country,Black-Legged Kittiwake,Isle of Man,2,22,0.28017094017094,0.231979425291436,0.0410968043766541,0.231979425291436
Country,Black-Legged Kittiwake,Northern Ireland,4,28,0.61974358974359,0.294760377623893,0.288124361344651,0.294760377623893
Country,Black-Legged Kittiwake,Scotland,63,798,0.586012608486414,0.370400154227529,0.31329788652117,0.370400154227529
Country,Black-Legged Kittiwake,Wales,9,137,0.475590978347796,0.30016455797067,0.178452664690404,0.30016455797067
Country,Lesser Black-Backed Gull,England,9,28,0.201018518518519,0.248750612838613,0.180447831112171,0.248750612838613
Country,Lesser Black-Backed Gull,Scotland,24,135,0.437406111550558,0.315935836899142,0.396877784014647,0.396877784014647
Country,Lesser Black-Backed Gull,Wales,5,63,0.323006349206349,0.185771861673255,0.223540013795516,0.223540013795516
Country,Little Tern,England,4,5,0.19125,0.502045814642449,0.225328463951332,0.502045814642449
Country,Northern Gannet,Channel Islands,1,6,0.653333333333333,0.0871014733897577,NA,0.0871014733897577
Country,Northern Gannet,England,1,20,0.7975,0.0663225769291748,NA,0.0663225769291748
Country,Northern Gannet,Scotland,6,147,0.679863859121335,0.0920597005668778,0.0709981566130637,0.0920597005668778
Country,Northern Gannet,Wales,1,12,0.744166666666667,0.066120871870913,NA,0.066120871870913
Country,Razorbill,England,2,29,0.649194444444444,0.0918032986304774,0.0428585276819179,0.0918032986304774
Country,Razorbill,Scotland,15,88,0.440174603174603,0.188693388199978,0.174605128725408,0.188693388199978
Country,Razorbill,Wales,3,36,0.593138888888889,0.180742090859052,0.124321389432271,0.180742090859052
Country,Sandwich Tern,England,21,239,0.415602180860076,0.326626624473175,0.254088465090438,0.326626624473175
Country,Sandwich Tern,Northern Ireland,2,18,0.368333333333333,0.302971854476488,0.0542115198909686,0.302971854476488
Country,Sandwich Tern,Scotland,10,57,0.407925824175824,0.196468355304628,0.343025948074304,0.343025948074304
Country,Sandwich Tern,Wales,1,27,0.728888888888889,0.332800856754321,NA,0.332800856754321
Country,European Shag,England,3,34,1.32551724137931,0.296881858972655,0.315258420318079,0.315258420318079
Country,European Shag,Isle of Man,2,7,1.73583333333333,0.424657681898724,0.0695321668166772,0.424657681898724
Country,European Shag,Scotland,51,369,1.35436250568604,0.460982612678173,0.524324599432461,0.524324599432461
Country,European Shag,Wales,5,52,1.93023796791444,0.439255729811912,0.229239505884304,0.439255729811912
MSFD,Arctic Skua,Celtic Seas,17,170,0.395338967095559,0.315874746317633,0.231062673361723,0.315874746317633
MSFD,Arctic Skua,Greater North Sea,7,65,0.405254047539762,0.353368216972144,0.248207593026398,0.353368216972144
MSFD,Atlantic Puffin,Celtic Seas,7,85,0.572276467771859,0.167719577628657,0.139442615785076,0.167719577628657
MSFD,Atlantic Puffin,Greater North Sea,4,29,0.576022727272727,0.0749528579979745,0.330866084243277,0.330866084243277
MSFD,Common Guillemot,Celtic Seas,21,236,0.53495708458708,0.208362177448846,0.19829892112297,0.208362177448846
MSFD,Common Guillemot,Greater North Sea,9,73,0.694044247328561,0.119593274424905,0.108956384166859,0.119593274424905
MSFD,Common Tern,Celtic Seas,85,538,0.452414108466185,0.430435104255647,0.342601506991827,0.430435104255647
MSFD,Common Tern,Greater North Sea,110,818,0.650755921677417,0.432763581222616,0.494806794582977,0.494806794582977
MSFD,Northern Fulmar,Celtic Seas,57,623,0.409804867747881,0.132818704501194,0.128869065218475,0.132818704501194
MSFD,Northern Fulmar,Greater North Sea,27,317,0.350574377521254,0.113692834628545,0.127505265730093,0.127505265730093
MSFD,Great Black-Backed Gull,Celtic Seas,47,371,0.915917053098299,0.420900599175219,0.415270461872372,0.420900599175219
MSFD,Great Black-Backed Gull,Greater North Sea,6,40,1.4001626984127,0.464273082125549,0.36731077637838,0.464273082125549
MSFD,Great Cormorant,Celtic Seas,28,124,1.80211267006803,0.51936718229298,0.534263743178942,0.534263743178942
MSFD,Great Cormorant,Greater North Sea,7,59,2.05821957671958,0.309314950406552,0.501593159422908,0.501593159422908
MSFD,Herring Gull,Celtic Seas,102,817,0.540811577943715,0.32014784927182,0.396406902367939,0.396406902367939
MSFD,Herring Gull,Greater North Sea,18,88,1.03330330455769,0.356001444741642,0.658529116225577,0.658529116225577
MSFD,Black-Legged Kittiwake,Celtic Seas,69,732,0.54114982580614,0.358015602969745,0.282303644562805,0.358015602969745
MSFD,Black-Legged Kittiwake,Greater North Sea,45,655,0.699427355424006,0.282806188718547,0.324954517217131,0.324954517217131
MSFD,Lesser Black-Backed Gull,Celtic Seas,34,196,0.385753802954062,0.266657701560043,0.330023558083411,0.330023558083411
MSFD,Lesser Black-Backed Gull,Greater North Sea,7,34,0.469473684210526,0.306926634137792,0.579857976052331,0.579857976052331
MSFD,Northern Gannet,Celtic Seas,4,79,0.700018206256109,0.101738461952723,0.090426497623753,0.101738461952723
MSFD,Northern Gannet,Greater North Sea,5,106,0.694822065940714,0.0729898555560442,0.0644326929873766,0.0729898555560442
MSFD,Razorbill,Celtic Seas,17,105,0.477727591036415,0.166847617233953,0.182113474223255,0.182113474223255
MSFD,Razorbill,Greater North Sea,5,52,0.560477777777778,0.161929092078249,0.127840730869061,0.161929092078249
MSFD,Sandwich Tern,Celtic Seas,10,84,0.472954545454545,0.277648109531855,0.258183435429528,0.277648109531855
MSFD,Sandwich Tern,Greater North Sea,24,257,0.39762142253458,0.304843200921618,0.280975403205017,0.304843200921618
MSFD,European Shag,Celtic Seas,49,352,1.41872512468191,0.454580200872957,0.536884039525745,0.536884039525745
MSFD,European Shag,Greater North Sea,16,116,1.43693947360111,0.445956391822945,0.60190172875971,0.60190172875971
ICES,Arctic Skua,IVa,22,214,0.368802358386998,0.322974244078634,0.20769645611364,0.322974244078634
ICES,Arctic Skua,VIa,2,21,0.721944444444444,0.35736018067116,0.299734707802964,0.35736018067116
ICES,Atlantic Puffin,IVa,3,35,0.358100358422939,0.150239919212031,0.270515374516584,0.270515374516584
ICES,Atlantic Puffin,IVb,2,26,0.784545454545455,0.101822685279164,0.0218560277821297,0.101822685279164
ICES,Atlantic Puffin,VIa,2,13,0.501590909090909,0.273663524076295,0.0941737667671174,0.273663524076295
ICES,Atlantic Puffin,VIIg,2,34,0.665476190476191,0.0716114354972433,0.125595633039325,0.125595633039325
ICES,Common Guillemot,IVa,13,168,0.493413238684668,0.213392457849439,0.185936524768179,0.213392457849439
ICES,Common Guillemot,IVb,4,28,0.75297385620915,0.129109471955689,0.041879515297211,0.129109471955689
ICES,Common Guillemot,VIa,4,37,0.5975,0.138450386442348,0.123419639472036,0.138450386442348
ICES,Common Guillemot,VIIe,2,23,0.737619047619048,0.0859490473366814,0.125932350554176,0.125932350554176
ICES,Common Guillemot,VIIf,3,13,0.664333333333333,0.16036376671438,0.0587905888160115,0.16036376671438
ICES,Common Guillemot,VIIg,2,37,0.765495689655172,0.107936904802761,0.110668307003808,0.110668307003808
ICES,Common Tern,IVa,29,196,0.417199549035006,0.342797431378252,0.482579132529419,0.482579132529419
ICES,Common Tern,IVb,27,162,0.676343752612271,0.41736719288553,0.465528967219686,0.465528967219686
ICES,Common Tern,IVc,38,291,0.687320840899502,0.536246744839188,0.429036345500709,0.536246744839188
ICES,Common Tern,VIa,58,315,0.442914323506108,0.446849933471423,0.301537376102113,0.446849933471423
ICES,Common Tern,VIIa,21,205,0.529086253019726,0.423769255099212,0.466652796190793,0.466652796190793
ICES,Common Tern,VIId,12,140,0.837017426246593,0.357365267103043,0.635098166380389,0.635098166380389
ICES,Common Tern,VIIe,10,47,0.671603921568627,0.4383331242879,0.478654359424928,0.478654359424928
ICES,Northern Fulmar,IVa,42,516,0.38813361997223,0.132593457599303,0.117225768200338,0.132593457599303
ICES,Northern Fulmar,IVb,8,108,0.374736914530951,0.109110404599558,0.157378635896466,0.157378635896466
ICES,Northern Fulmar,IVc,2,11,0.386,0.145281336264046,0.00848528137423858,0.145281336264046
ICES,Northern Fulmar,VIa,8,104,0.473897147661964,0.10115902711872,0.118712463086865,0.118712463086865
ICES,Northern Fulmar,VIIa,15,117,0.339525801050801,0.126922848250903,0.171276016376363,0.171276016376363
ICES,Northern Fulmar,VIIe,5,34,0.40777380952381,0.149129033507691,0.116064251914887,0.149129033507691
ICES,Northern Fulmar,VIIg,3,47,0.459981684981685,0.140506502298189,0.0157417662326019,0.140506502298189
ICES,Great Black-Backed Gull,IVa,11,67,0.970406926406926,0.417603743046578,0.347698956479956,0.417603743046578
ICES,Great Black-Backed Gull,VIa,31,273,0.89596690877301,0.444204022987565,0.423862665528645,0.444204022987565
ICES,Great Black-Backed Gull,VIIa,6,24,0.922515873015873,0.396141803117861,0.512451044432819,0.512451044432819
ICES,Great Black-Backed Gull,VIId,2,6,1.70875,0.516883681886079,0.415425233947097,0.516883681886079
ICES,Great Black-Backed Gull,VIIg,2,39,1.24851604278075,0.290225072172409,0.0644525940391696,0.290225072172409
ICES,Great Cormorant,IVa,4,44,2.20500925925926,0.382622918012447,0.389649151478975,0.389649151478975
ICES,Great Cormorant,VIa,14,67,1.61960034013605,0.635544295724038,0.385954775136865,0.635544295724038
ICES,Great Cormorant,VIIa,10,38,2.02540833333333,0.397919873890585,0.69410870823135,0.69410870823135
ICES,Great Cormorant,VIId,1,8,1.3575,0.211305466091154,NA,0.211305466091154
ICES,Great Cormorant,VIIe,2,9,1.99833333333333,0.450356080528975,0.289913780286484,0.450356080528975
ICES,Great Cormorant,VIIf,1,5,2.158,0.196900990347941,NA,0.196900990347941
ICES,Great Cormorant,VIIg,1,5,1.376,0.187696563633967,NA,0.187696563633967
ICES,Herring Gull,IVa,11,38,1.10558213716108,0.352434899423347,0.593229600828688,0.593229600828688
ICES,Herring Gull,IVb,4,32,0.765994152046784,0.341915977793856,0.202693660692219,0.341915977793856
ICES,Herring Gull,IVc,4,16,0.560047619047619,0.271432691619723,0.619749572714511,0.619749572714511
ICES,Herring Gull,VIa,76,707,0.466381288420472,0.328851931328712,0.316698187894238,0.328851931328712
ICES,Herring Gull,VIIa,13,48,0.626807692307692,0.335853621446544,0.496084230854564,0.496084230854564
ICES,Herring Gull,VIId,4,7,1.11875,0.462922239999477,0.545655187213806,0.545655187213806
ICES,Herring Gull,VIIe,5,19,0.953111111111111,0.158026777055435,0.808544512315223,0.808544512315223
ICES,Herring Gull,VIIg,2,37,0.691318181818182,0.286670984826123,0.0103494719791849,0.286670984826123
ICES,Black-Legged Kittiwake,IVa,39,513,0.505616415020879,0.374673639090071,0.307249040518628,0.374673639090071
ICES,Black-Legged Kittiwake,IVb,24,410,0.820712048375122,0.266141404717572,0.240388824494178,0.266141404717572
ICES,Black-Legged Kittiwake,IVc,1,31,1.06064516129032,0.251686782646884,NA,0.251686782646884
ICES,Black-Legged Kittiwake,VIa,17,155,0.765854526089264,0.381068468236949,0.310134672720454,0.381068468236949
ICES,Black-Legged Kittiwake,VIIa,13,118,0.502288764317104,0.287497165199198,0.20610027001874,0.287497165199198
ICES,Black-Legged Kittiwake,VIIe,9,49,0.419617283950617,0.362145431125396,0.282665165915342,0.362145431125396
ICES,Black-Legged Kittiwake,VIIf,8,60,0.395228260869565,0.25282534081343,0.151056276283824,0.25282534081343
ICES,Black-Legged Kittiwake,VIIg,2,50,0.554565972222222,0.30111746549254,0.113308951221386,0.30111746549254
ICES,Lesser Black-Backed Gull,IVa,3,6,0.596666666666667,0.403071540382928,0.527288662246149,0.527288662246149
ICES,Lesser Black-Backed Gull,IVb,3,25,0.882105263157895,0.37521127699995,0.70068585316099,0.70068585316099
ICES,Lesser Black-Backed Gull,IVc,3,7,0.213333333333333,0.477283982551269,0.231804515342849,0.477283982551269
ICES,Lesser Black-Backed Gull,VIa,20,111,0.386071544386986,0.292094685507085,0.360173848821566,0.360173848821566
ICES,Lesser Black-Backed Gull,VIIa,8,32,0.325902777777778,0.256862139210821,0.225544987143917,0.256862139210821
ICES,Lesser Black-Backed Gull,VIIg,2,43,0.257238095238095,0.140556463319382,0.113002397983907,0.140556463319382
ICES,Northern Gannet,IVa,5,122,0.659036630945601,0.0861063648421541,0.0552052719578123,0.0861063648421541
ICES,Northern Gannet,IVb,1,20,0.7975,0.0663225769291748,NA,0.0663225769291748
ICES,Northern Gannet,VIa,1,25,0.784,0.121826379190497,NA,0.121826379190497
ICES,Northern Gannet,VIIe,1,6,0.653333333333333,0.0871014733897577,NA,0.0871014733897577
ICES,Northern Gannet,VIIg,1,12,0.744166666666667,0.066120871870913,NA,0.066120871870913
ICES,Razorbill,IVa,10,78,0.453428571428571,0.210880588623237,0.17030856350378,0.210880588623237
ICES,Razorbill,IVb,4,32,0.535847222222222,0.143697990225415,0.133216270949457,0.143697990225415
ICES,Razorbill,VIa,3,9,0.518888888888889,0.0521234800383614,0.23357923550534,0.23357923550534
ICES,Razorbill,VIIg,2,34,0.594708333333333,0.193331390358058,0.175774960689956,0.193331390358058
ICES,Sandwich Tern,IVa,5,18,0.301428571428571,0.191850445416719,0.272389277262059,0.272389277262059
ICES,Sandwich Tern,IVb,7,60,0.362106709080393,0.204444007732908,0.314247561287707,0.314247561287707
ICES,Sandwich Tern,IVc,7,83,0.498119047619048,0.32462177857717,0.248546964356351,0.32462177857717
ICES,Sandwich Tern,VIa,2,17,0.6375,0.16400510648236,0.434870670429727,0.434870670429727
ICES,Sandwich Tern,VIIa,5,64,0.452909090909091,0.323105310751653,0.199204652614089,0.323105310751653
ICES,Sandwich Tern,VIId,8,99,0.400523873348873,0.40160563866976,0.294823888012513,0.40160563866976
ICES,European Shag,IVa,23,154,1.46576749880554,0.369647335585399,0.490308381274507,0.490308381274507
ICES,European Shag,IVb,4,59,1.57887007389163,0.459983463561052,0.709040043615962,0.709040043615962
ICES,European Shag,VIa,23,180,1.17297420634921,0.526525840317813,0.498570080898615,0.526525840317813
ICES,European Shag,VIIa,9,48,1.92745791245791,0.451002399728767,0.426431709286112,0.451002399728767
ICES,European Shag,VIIe,3,5,0.898888888888889,0.555187655962678,0.30222017973166,0.555187655962678
ICES,European Shag,VIIg,2,18,1.88911764705882,0.392893676681708,0.423016233215717,0.423016233215717
Reg.Seas,Arctic Skua,Minches & Western Scotland,2,21,0.721944444444444,0.35736018067116,0.299734707802964,0.35736018067116
Reg.Seas,Arctic Skua,Northern North Sea,7,84,0.377383917669632,0.348762580085882,0.234710995468879,0.348762580085882
Reg.Seas,Arctic Skua,Scottish Continental Shelf,15,130,0.364797630721769,0.311922100075528,0.202590825731568,0.311922100075528
Reg.Seas,Atlantic Puffin,Irish Sea,2,34,0.665476190476191,0.0716114354972433,0.125595633039325,0.125595633039325
Reg.Seas,Atlantic Puffin,Northern North Sea,4,60,0.638347996089932,0.126031302245597,0.203726046285826,0.203726046285826
Reg.Seas,Atlantic Puffin,Scottish Continental Shelf,2,12,0.329090909090909,0.158418318499988,0.338125606276476,0.338125606276476
Reg.Seas,Atlantic Puffin,Western Channel & Celtic Sea,2,6,0.66625,0.10211024463253,0.0300520382004283,0.10211024463253
Reg.Seas,Common Guillemot,Eastern Channel,1,9,0.826666666666667,0.0492442890089805,NA,0.0492442890089805
Reg.Seas,Common Guillemot,Irish Sea,4,40,0.548997844827586,0.248734631831811,0.293964420429325,0.293964420429325
Reg.Seas,Common Guillemot,Minches & Western Scotland,3,36,0.583333333333333,0.138450386442348,0.147120509938093,0.147120509938093
Reg.Seas,Common Guillemot,Northern North Sea,9,108,0.646109256526187,0.175222260419756,0.119380712524429,0.175222260419756
Reg.Seas,Common Guillemot,Scottish Continental Shelf,9,89,0.472364913222401,0.222028916819524,0.21887751214525,0.222028916819524
Reg.Seas,Common Guillemot,Western Channel & Celtic Sea,4,27,0.660392857142857,0.147793779697714,0.0486449548530273,0.147793779697714
Reg.Seas,Common Tern,Eastern Channel,16,164,0.840557187332004,0.39148286772925,0.591257540163474,0.591257540163474
Reg.Seas,Common Tern,Irish Sea,28,237,0.569068658018763,0.45798939686345,0.475128913175889,0.475128913175889
Reg.Seas,Common Tern,Minches & Western Scotland,55,289,0.449743993677149,0.45183316506074,0.304321273369071,0.45183316506074
Reg.Seas,Common Tern,Northern North Sea,53,344,0.543871907541309,0.361834342990327,0.496635184029903,0.496635184029903
Reg.Seas,Common Tern,Scottish Continental Shelf,2,9,0.301428571428571,0.414969565739508,0.0262639661583575,0.414969565739508
Reg.Seas,Common Tern,Southern North Sea,35,290,0.662291198690888,0.527843392877955,0.412486556452779,0.527843392877955
Reg.Seas,Common Tern,Western Channel & Celtic Sea,6,23,0.551888888888889,0.364329730527937,0.456219326721341,0.456219326721341
Reg.Seas,Northern Fulmar,Irish Sea,19,172,0.376991161616162,0.12923341982603,0.174941871592803,0.174941871592803
Reg.Seas,Northern Fulmar,Minches & Western Scotland,5,72,0.462780890804598,0.0913862919669776,0.092395188139448,0.092395188139448
Reg.Seas,Northern Fulmar,Northern North Sea,23,323,0.338500302675946,0.101077596576914,0.129996883554675,0.129996883554675
Reg.Seas,Northern Fulmar,Scottish Continental Shelf,29,325,0.424181831751973,0.148301880102697,0.0993662476527056,0.148301880102697
Reg.Seas,Northern Fulmar,Southern North Sea,2,11,0.386,0.145281336264046,0.00848528137423858,0.145281336264046
Reg.Seas,Northern Fulmar,Western Channel & Celtic Sea,6,37,0.414811507936508,0.141189013864896,0.105232616862542,0.141189013864896
Reg.Seas,Great Black-Backed Gull,Eastern Channel,2,6,1.70875,0.516883681886079,0.415425233947097,0.516883681886079
Reg.Seas,Great Black-Backed Gull,Irish Sea,16,131,1.01101213410772,0.424233820613757,0.472458479741433,0.472458479741433
Reg.Seas,Great Black-Backed Gull,Minches & Western Scotland,22,204,0.869586697722567,0.430071728452259,0.39204351826461,0.430071728452259
Reg.Seas,Great Black-Backed Gull,Northern North Sea,4,34,1.24586904761905,0.437967782245284,0.268532765918578,0.437967782245284
Reg.Seas,Great Black-Backed Gull,Scottish Continental Shelf,9,36,0.860111111111111,0.39057659462573,0.376965331444566,0.39057659462573
Reg.Seas,Great Cormorant,Eastern Channel,1,8,1.3575,0.211305466091154,NA,0.211305466091154
Reg.Seas,Great Cormorant,Irish Sea,17,64,1.81304411764706,0.432428047778604,0.635030442810869,0.635030442810869
Reg.Seas,Great Cormorant,Minches & Western Scotland,8,46,1.68534226190476,0.696930126021899,0.349647906091438,0.696930126021899
Reg.Seas,Great Cormorant,Northern North Sea,5,47,2.28400740740741,0.35496550130144,0.38088499969203,0.38088499969203
Reg.Seas,Great Cormorant,Western Channel & Celtic Sea,3,14,2.05155555555556,0.365871050468631,0.22477280710712,0.365871050468631
Reg.Seas,Herring Gull,Eastern Channel,5,8,0.919,0.462922239999477,0.650234573058062,0.650234573058062
Reg.Seas,Herring Gull,Irish Sea,25,195,0.637587068878834,0.378958383968483,0.36855955825048,0.378958383968483
Reg.Seas,Herring Gull,Minches & Western Scotland,64,595,0.437444336900334,0.313577979849184,0.329270689503904,0.329270689503904
Reg.Seas,Herring Gull,Northern North Sea,8,55,1.19983918128655,0.354924364587593,0.542963140095929,0.542963140095929
Reg.Seas,Herring Gull,Scottish Continental Shelf,9,17,0.740740740740741,0.343634081281406,0.430934958284432,0.430934958284432
Reg.Seas,Herring Gull,Southern North Sea,4,16,0.560047619047619,0.271432691619723,0.619749572714511,0.619749572714511
Reg.Seas,Herring Gull,Western Channel & Celtic Sea,5,19,1.34511111111111,0.158026777055435,0.778212913993447,0.778212913993447
Reg.Seas,Black-Legged Kittiwake,Eastern Channel,2,17,0.6975,0.336650164612069,0.0601040764008565,0.336650164612069
Reg.Seas,Black-Legged Kittiwake,Irish Sea,16,197,0.50842174684577,0.289822284258807,0.187522811732184,0.289822284258807
Reg.Seas,Black-Legged Kittiwake,Minches & Western Scotland,12,94,0.785490591397849,0.414589546981437,0.237481122886904,0.414589546981437
Reg.Seas,Black-Legged Kittiwake,Northern North Sea,40,618,0.683725459311812,0.290076505128253,0.337765037281819,0.337765037281819
Reg.Seas,Black-Legged Kittiwake,Scottish Continental Shelf,27,337,0.561662546374909,0.394695166893583,0.317804428881214,0.394695166893583
Reg.Seas,Black-Legged Kittiwake,Southern North Sea,1,31,1.06064516129032,0.251686782646884,NA,0.251686782646884
Reg.Seas,Black-Legged Kittiwake,Western Channel & Celtic Sea,16,93,0.392711352657005,0.305241941458439,0.221614299290201,0.305241941458439
Reg.Seas,Lesser Black-Backed Gull,Irish Sea,16,104,0.437765873015873,0.281842032396841,0.356474781871059,0.356474781871059
Reg.Seas,Lesser Black-Backed Gull,Minches & Western Scotland,14,82,0.274205380870297,0.255291636023998,0.243647454435528,0.255291636023998
Reg.Seas,Lesser Black-Backed Gull,Northern North Sea,3,25,0.882105263157895,0.37521127699995,0.70068585316099,0.70068585316099
Reg.Seas,Lesser Black-Backed Gull,Scottish Continental Shelf,3,6,0.596666666666667,0.403071540382928,0.527288662246149,0.527288662246149
Reg.Seas,Lesser Black-Backed Gull,Southern North Sea,3,7,0.213333333333333,0.477283982551269,0.231804515342849,0.477283982551269
Reg.Seas,Northern Gannet,Irish Sea,2,37,0.764083333333333,0.0939736255307048,0.0281664201172642,0.0939736255307048
Reg.Seas,Northern Gannet,Northern North Sea,4,102,0.714910600594228,0.0758330037087645,0.0629468614401598,0.0758330037087645
Reg.Seas,Northern Gannet,Scottish Continental Shelf,2,40,0.616520376175549,0.0967611931524436,0.0580758547557603,0.0967611931524436
Reg.Seas,Northern Gannet,Western Channel & Celtic Sea,1,6,0.653333333333333,0.0871014733897577,NA,0.0871014733897577
Reg.Seas,Razorbill,Irish Sea,5,38,0.537883333333333,0.180742090859052,0.202645280532812,0.202645280532812
Reg.Seas,Razorbill,Minches & Western Scotland,3,9,0.518888888888889,0.0521234800383614,0.23357923550534,0.23357923550534
Reg.Seas,Razorbill,Northern North Sea,7,85,0.517933106575964,0.194904589275082,0.128827741106746,0.194904589275082
Reg.Seas,Razorbill,Scottish Continental Shelf,7,25,0.436020408163265,0.18974222880233,0.187363037116067,0.18974222880233
Reg.Seas,Sandwich Tern,Eastern Channel,8,99,0.400523873348873,0.40160563866976,0.294823888012513,0.40160563866976
Reg.Seas,Sandwich Tern,Irish Sea,7,81,0.505649350649351,0.277648109531855,0.257073056071656,0.277648109531855
Reg.Seas,Sandwich Tern,Northern North Sea,9,75,0.316876646745068,0.202869812443384,0.297329860706927,0.297329860706927
Reg.Seas,Sandwich Tern,Southern North Sea,7,83,0.498119047619048,0.32462177857717,0.248546964356351,0.32462177857717
Reg.Seas,European Shag,Irish Sea,16,107,1.82900442449707,0.477779582114289,0.399873184760075,0.477779582114289
Reg.Seas,European Shag,Minches & Western Scotland,18,139,1.04664958112875,0.526412233522307,0.465231386372622,0.526412233522307
Reg.Seas,European Shag,Northern North Sea,15,165,1.5197671845396,0.409666272893554,0.556228736852821,0.556228736852821
Reg.Seas,European Shag,Scottish Continental Shelf,12,48,1.43596875,0.342207695944118,0.473130015660336,0.473130015660336
Reg.Seas,European Shag,Western Channel & Celtic Sea,4,9,1.09416666666667,0.371668266592473,0.461979436771811,0.461979436771811
CRA,Arctic Skua,Orkney,8,73,0.42838987162263,0.324082724619573,0.188810500501894,0.324082724619573
CRA,Arctic Skua,Shetland,14,141,0.334752350823779,0.322377369941205,0.216920993016673,0.322377369941205
CRA,Arctic Skua,West.Scotland.and.East.Ireland,2,21,0.721944444444444,0.35736018067116,0.299734707802964,0.35736018067116
CRA,Atlantic Puffin,East.Scotland.and.NE.England,2,26,0.784545454545455,0.101822685279164,0.0218560277821297,0.101822685279164
CRA,Atlantic Puffin,Shetland,3,35,0.358100358422939,0.150239919212031,0.270515374516584,0.270515374516584
CRA,Atlantic Puffin,West.England.and.Wales,4,40,0.665863095238095,0.0868608400648864,0.0745609075850697,0.0868608400648864
CRA,Atlantic Puffin,West.Scotland.and.East.Ireland,2,13,0.501590909090909,0.273663524076295,0.0941737667671174,0.273663524076295
CRA,Common Guillemot,East.Scotland.and.NE.England,6,46,0.712276688453159,0.147527970411875,0.0832962102796949,0.147527970411875
CRA,Common Guillemot,Orkney,8,88,0.451410527375201,0.222028916819524,0.224131565308781,0.224131565308781
CRA,Common Guillemot,Shetland,3,62,0.513774392672242,0.202916550427638,0.0160689154478224,0.202916550427638
CRA,Common Guillemot,West.England.and.Wales,8,75,0.688028684318555,0.176975646228222,0.111562722980888,0.176975646228222
CRA,Common Guillemot,West.Scotland.and.East.Ireland,5,38,0.51,0.138450386442348,0.22294742778412,0.22294742778412
CRA,Common Tern,East.and.South.England,47,388,0.721359203204717,0.473272397431037,0.487340060886412,0.487340060886412
CRA,Common Tern,East.Scotland.and.NE.England,55,365,0.551463545135877,0.37841526774635,0.501361582330991,0.501361582330991
CRA,Common Tern,Orkney,1,7,0.282857142857143,0.377390791519626,NA,0.377390791519626
CRA,Common Tern,Shetland,5,16,0.330071428571429,0.43126804410821,0.211746623711126,0.43126804410821
CRA,Common Tern,West.England.and.Wales,25,258,0.634294761904762,0.462046232639968,0.449891758027182,0.462046232639968
CRA,Common Tern,West.Scotland.and.East.Ireland,62,322,0.451828866737311,0.436944467180323,0.325635400812026,0.436944467180323
CRA,Northern Fulmar,East.and.South.England,2,11,0.386,0.145281336264046,0.00848528137423858,0.145281336264046
CRA,Northern Fulmar,East.Scotland.and.NE.England,16,174,0.309668804487698,0.110238080897332,0.146255119287592,0.146255119287592
CRA,Northern Fulmar,Orkney,18,197,0.422204679274582,0.163681911631082,0.104278780120114,0.163681911631082
CRA,Northern Fulmar,Shetland,12,235,0.422712568980349,0.099249533052907,0.0674540943945281,0.099249533052907
CRA,Northern Fulmar,West.England.and.Wales,19,192,0.391229883420673,0.140641345705001,0.135208526033826,0.140641345705001
CRA,Northern Fulmar,West.Scotland.and.East.Ireland,17,131,0.411298937835322,0.108554695957843,0.156043189549906,0.156043189549906
CRA,Great Black-Backed Gull,East.Scotland.and.NE.England,2,17,1.46066666666667,0.557555206040928,0.126336411571997,0.557555206040928
CRA,Great Black-Backed Gull,Orkney,9,36,0.860111111111111,0.39057659462573,0.376965331444566,0.39057659462573
CRA,Great Black-Backed Gull,Shetland,2,17,1.03107142857143,0.318380358449639,0.12576399179675,0.318380358449639
CRA,Great Black-Backed Gull,West.England.and.Wales,9,64,1.07529192485075,0.410356588862893,0.50086862956967,0.50086862956967
